Test residui Esperienza_____________________________________________
   x       y       y*      res     s_res   
17890.00    0.00    -0.01   0.01    2.00    
17900.00    0.00    -0.01   0.01    2.00    
17910.00    0.00    -0.01   0.01    2.00    
17920.00    0.00    -0.01   0.01    2.00    
17930.00    0.00    -0.01   0.01    2.00    
17940.00    0.00    -0.01   0.01    2.00    
17950.00    0.00    -0.02   0.02    2.00    
17960.00    0.00    -0.02   0.02    2.00    
17970.00    0.00    -0.02   0.02    2.00    
17980.00    0.00    -0.02   0.02    2.00    
17990.00    0.00    -0.02   0.02    2.00    
18000.00    0.00    -0.02   0.02    2.00    
18010.00    0.00    -0.02   0.02    2.00    
18020.00    0.00    -0.02   0.02    2.00    
18030.00    0.00    -0.02   0.02    2.00    
18040.00    0.00    -0.02   0.02    2.00    
18050.00    0.00    -0.02   0.02    2.00    
18060.00    0.00    -0.02   0.02    2.00    
18070.00    0.00    -0.02   0.02    2.00    
18080.00    0.00    -0.02   0.02    2.00    
18090.00    0.00    -0.02   0.02    2.00    
18100.00    0.00    -0.02   0.02    2.00    
18110.00    0.00    -0.02   0.02    2.00    
18120.00    0.00    -0.02   0.02    2.00    
18130.00    0.00    -0.02   0.02    2.00    
18140.00    0.00    -0.02   0.02    2.00    
18150.00    0.00    -0.02   0.02    2.00    
18160.00    0.00    -0.02   0.02    2.00    
18170.00    0.00    -0.02   0.02    2.00    
18180.00    0.00    -0.02   0.02    2.00    
18190.00    0.00    -0.02   0.02    2.00    
18200.00    0.00    -0.02   0.02    2.00    
18210.00    0.00    -0.02   0.02    2.00    
18220.00    0.00    -0.03   0.03    2.00    
18230.00    0.00    -0.03   0.03    2.00    
18240.00    0.00    -0.03   0.03    2.00    
18250.00    0.00    -0.03   0.03    2.00    
18260.00    0.00    -0.03   0.03    2.00    
18270.00    0.00    -0.03   0.03    2.00    
18280.00    0.00    -0.03   0.03    2.00    
18290.00    0.00    -0.03   0.03    2.00    
18300.00    0.00    -0.03   0.03    2.00    
18310.00    0.00    -0.03   0.03    2.00    
18320.00    0.00    -0.03   0.03    2.00    
18330.00    0.00    -0.03   0.03    2.00    
18340.00    0.00    -0.03   0.03    2.00    
18350.00    0.00    -0.03   0.03    2.00    
18360.00    0.00    -0.03   0.03    2.00    
18370.00    0.00    -0.03   0.03    2.00    
18380.00    0.00    -0.03   0.03    2.00    
18390.00    0.00    -0.03   0.03    2.00    
18400.00    0.00    -0.03   0.03    2.00    
18410.00    0.00    -0.03   0.03    2.00    
18420.00    0.00    -0.03   0.03    2.00    
18430.00    0.00    -0.03   0.03    2.00    
18440.00    0.00    -0.03   0.03    2.00    
18450.00    0.00    -0.03   0.03    2.00    
18460.00    0.00    -0.03   0.03    2.00    
18470.00    0.00    -0.03   0.03    2.00    
18480.00    0.00    -0.03   0.03    2.00    
18490.00    0.00    -0.02   0.02    2.00    
18500.00    0.00    -0.02   0.02    2.00    
18510.00    0.00    -0.02   0.02    2.00    
18520.00    0.00    -0.02   0.02    2.00    
18530.00    0.00    -0.02   0.02    2.00    
18540.00    0.00    -0.02   0.02    2.00    
18550.00    0.00    -0.02   0.02    2.00    
18560.00    0.00    -0.02   0.02    2.00    
18570.00    0.00    -0.02   0.02    2.00    
18580.00    0.00    -0.02   0.02    2.00    
18590.00    0.00    -0.02   0.02    2.00    
18600.00    0.00    -0.02   0.02    2.00    
18610.00    0.00    -0.02   0.02    2.00    
18620.00    0.00    -0.02   0.02    2.00    
18630.00    0.00    -0.02   0.02    2.00    
18640.00    0.00    -0.02   0.02    2.00    
18650.00    0.00    -0.02   0.02    2.00    
18660.00    0.00    -0.02   0.02    2.00    
18670.00    0.00    -0.02   0.02    2.00    
18680.00    0.00    -0.02   0.02    2.00    
18690.00    0.00    -0.02   0.02    2.00    
18700.00    0.00    -0.02   0.02    2.00    
18710.00    0.00    -0.02   0.02    2.00    
18720.00    0.00    -0.02   0.02    2.00    
18730.00    0.00    -0.02   0.02    2.00    
18740.00    0.00    -0.02   0.02    2.00    
18750.00    0.00    -0.02   0.02    2.00    
18760.00    0.00    -0.02   0.02    2.00    
18770.00    0.00    -0.02   0.02    2.00    
18780.00    0.00    -0.02   0.02    2.00    
18790.00    0.00    -0.02   0.02    2.00    
18800.00    0.00    -0.01   0.01    2.00    
18810.00    0.00    -0.01   0.01    2.00    
18820.00    0.00    -0.01   0.01    2.00    
18830.00    0.00    -0.01   0.01    2.00    
18840.00    0.00    -0.01   0.01    2.00    
18850.00    0.00    -0.01   0.01    2.00    
18860.00    0.00    -0.01   0.01    2.00    
18870.00    0.00    -0.01   0.01    2.00    
18880.00    0.00    -0.01   0.01    2.00    
18890.00    0.00    -0.01   0.01    2.00    
18900.00    0.00    -0.01   0.01    2.00    
18910.00    0.00    -0.01   0.01    2.00    
18920.00    0.00    -0.01   0.01    2.00    
18930.00    0.00    -0.01   0.01    2.00    
18940.00    0.00    -0.01   0.01    2.00    
18950.00    0.00    -0.01   0.01    2.00    
18960.00    0.00    -0.01   0.01    2.00    
18970.00    0.00    -0.01   0.01    2.00    
18980.00    0.00    -0.01   0.01    2.00    
18990.00    0.00    -0.01   0.01    2.00    
19000.00    0.00    -0.01   0.01    2.00    
19010.00    0.00    -0.00   0.00    2.00    
19020.00    0.00    -0.00   0.00    2.00    
19030.00    0.00    -0.00   0.00    2.00    
19040.00    0.00    -0.00   0.00    2.00    
19050.00    0.00    -0.00   0.00    2.00    
19060.00    0.00    -0.00   0.00    2.00    
19070.00    0.00    -0.00   0.00    2.00    
19080.00    0.00    -0.00   0.00    2.00    
19090.00    0.00    -0.00   0.00    2.00    
19100.00    0.00    -0.00   0.00    2.00    
19110.00    0.00    0.00    -0.00   2.00    
19120.00    0.00    0.00    -0.00   2.00    
19130.00    0.00    0.00    -0.00   2.00    
19140.00    0.00    0.00    -0.00   2.00    
19150.00    0.00    0.00    -0.00   2.00    
19160.00    0.00    0.00    -0.00   2.00    
19170.00    0.00    0.00    -0.00   2.00    
19180.00    0.00    0.00    -0.00   2.00    
19190.00    0.00    0.00    -0.00   2.00    
19200.00    0.00    0.01    -0.01   2.00    
19210.00    0.00    0.01    -0.01   2.00    
19220.00    0.00    0.01    -0.01   2.00    
19230.00    0.00    0.01    -0.01   2.00    
19240.00    0.00    0.01    -0.01   2.00    
19250.00    0.00    0.01    -0.01   2.00    
19260.00    0.40    0.01    0.39    2.01    
19270.00    0.00    0.01    -0.01   2.00    
19280.00    0.00    0.01    -0.01   2.00    
19290.00    0.40    0.01    0.39    2.01    
19300.00    0.00    0.01    -0.01   2.00    
19310.00    0.40    0.01    0.39    2.01    
19320.00    0.40    0.01    0.39    2.01    
19330.00    0.40    0.01    0.39    2.01    
19340.00    0.40    0.01    0.39    2.01    
19350.00    0.40    0.01    0.39    2.01    
19360.00    0.40    0.01    0.39    2.01    
19370.00    0.40    0.01    0.39    2.01    
19380.00    0.40    0.01    0.39    2.01    
19390.00    0.40    0.01    0.39    2.01    
19400.00    0.40    0.01    0.39    2.01    
19410.00    0.40    0.01    0.39    2.01    
19420.00    0.40    0.02    0.38    2.01    
19430.00    0.40    0.02    0.38    2.01    
19440.00    0.40    0.02    0.38    2.01    
19450.00    0.40    0.02    0.38    2.01    
19460.00    0.40    0.02    0.38    2.01    
19470.00    0.40    0.02    0.38    2.01    
19480.00    0.40    0.02    0.38    2.01    
19490.00    0.40    0.02    0.38    2.01    
19500.00    0.40    0.02    0.38    2.01    
19510.00    0.40    0.02    0.38    2.01    
19520.00    0.40    0.02    0.38    2.01    
19530.00    0.40    0.02    0.38    2.01    
19540.00    0.40    0.02    0.38    2.01    
19550.00    0.40    0.02    0.38    2.01    
19560.00    0.40    0.02    0.38    2.01    
19570.00    0.40    0.02    0.38    2.01    
19580.00    0.40    0.02    0.38    2.01    
19590.00    0.40    0.02    0.38    2.01    
19600.00    0.40    0.02    0.38    2.01    
19610.00    0.40    0.02    0.38    2.01    
19620.00    0.40    0.02    0.38    2.01    
19630.00    0.40    0.02    0.38    2.01    
19640.00    0.40    0.02    0.38    2.01    
19650.00    0.40    0.02    0.38    2.01    
19660.00    0.40    0.02    0.38    2.01    
19670.00    0.40    0.02    0.38    2.01    
19680.00    0.40    0.02    0.38    2.01    
19690.00    0.40    0.02    0.38    2.01    
19700.00    0.40    0.02    0.38    2.01    
19710.00    0.40    0.02    0.38    2.01    
19720.00    0.40    0.03    0.37    2.01    
19730.00    0.40    0.03    0.37    2.01    
19740.00    0.40    0.03    0.37    2.01    
19750.00    0.40    0.03    0.37    2.01    
19760.00    0.40    0.03    0.37    2.01    
19770.00    0.40    0.03    0.37    2.01    
19780.00    0.40    0.03    0.37    2.01    
19790.00    0.40    0.03    0.37    2.01    
19800.00    0.40    0.03    0.37    2.01    
19810.00    0.40    0.03    0.37    2.01    
19820.00    0.40    0.03    0.37    2.01    
19830.00    0.40    0.03    0.37    2.01    
19840.00    0.40    0.03    0.37    2.01    
19850.00    0.40    0.03    0.37    2.01    
19860.00    0.40    0.03    0.37    2.01    
19870.00    0.40    0.03    0.37    2.01    
19880.00    0.40    0.03    0.37    2.01    
19890.00    0.40    0.03    0.37    2.01    
19900.00    0.40    0.03    0.37    2.01    
19910.00    0.40    0.03    0.37    2.01    
19920.00    0.40    0.03    0.37    2.01    
19930.00    0.40    0.03    0.37    2.01    
19940.00    0.40    0.03    0.37    2.01    
19950.00    0.40    0.03    0.37    2.01    
19960.00    0.40    0.03    0.37    2.01    
19970.00    0.40    0.03    0.37    2.01    
19980.00    0.40    0.03    0.37    2.01    
19990.00    0.40    0.03    0.37    2.01    
20000.00    0.40    0.03    0.37    2.01    
20010.00    0.40    0.03    0.37    2.01    
20020.00    0.40    0.03    0.37    2.01    
20030.00    0.40    0.03    0.37    2.01    
20040.00    0.40    0.03    0.37    2.01    
20050.00    0.40    0.03    0.37    2.01    
20060.00    0.40    0.03    0.37    2.01    
20070.00    0.40    0.03    0.37    2.01    
20080.00    0.40    0.03    0.37    2.01    
20090.00    0.40    0.03    0.37    2.01    
20100.00    0.40    0.03    0.37    2.01    
20110.00    0.40    0.03    0.37    2.01    
20120.00    0.40    0.03    0.37    2.01    
20130.00    0.40    0.03    0.37    2.01    
20140.00    0.40    0.03    0.37    2.01    
20150.00    0.40    0.03    0.37    2.01    
20160.00    0.40    0.03    0.37    2.01    
20170.00    0.40    0.03    0.37    2.01    
20180.00    0.40    0.03    0.37    2.01    
20190.00    0.40    0.03    0.37    2.01    
20200.00    0.40    0.03    0.37    2.01    
20210.00    0.40    0.03    0.37    2.01    
20220.00    0.40    0.03    0.37    2.01    
20230.00    0.40    0.03    0.37    2.01    
20240.00    0.40    0.03    0.37    2.01    
20250.00    0.40    0.03    0.37    2.01    
20260.00    0.40    0.03    0.37    2.01    
20270.00    0.40    0.03    0.37    2.01    
20280.00    0.40    0.03    0.37    2.01    
20290.00    0.40    0.03    0.37    2.01    
20300.00    0.40    0.03    0.37    2.01    
20310.00    0.40    0.03    0.37    2.01    
20320.00    0.40    0.03    0.37    2.01    
20330.00    0.40    0.03    0.37    2.01    
20340.00    0.40    0.03    0.37    2.01    
20350.00    0.40    0.03    0.37    2.01    
20360.00    0.40    0.03    0.37    2.01    
20370.00    0.40    0.02    0.38    2.01    
20380.00    0.40    0.02    0.38    2.01    
20390.00    0.40    0.02    0.38    2.01    
20400.00    0.40    0.02    0.38    2.01    
20410.00    0.40    0.02    0.38    2.01    
20420.00    0.40    0.02    0.38    2.01    
20430.00    0.40    0.02    0.38    2.01    
20440.00    0.40    0.02    0.38    2.01    
20450.00    0.40    0.02    0.38    2.01    
20460.00    0.40    0.02    0.38    2.01    
20470.00    0.40    0.02    0.38    2.01    
20480.00    0.40    0.02    0.38    2.01    
20490.00    0.40    0.02    0.38    2.01    
20500.00    0.40    0.02    0.38    2.01    
20510.00    0.40    0.02    0.38    2.01    
20520.00    0.40    0.02    0.38    2.01    
20530.00    0.40    0.02    0.38    2.01    
20540.00    0.40    0.02    0.38    2.01    
20550.00    0.40    0.02    0.38    2.01    
20560.00    0.40    0.02    0.38    2.01    
20570.00    0.40    0.02    0.38    2.01    
20580.00    0.40    0.02    0.38    2.01    
20590.00    0.40    0.02    0.38    2.01    
20600.00    0.40    0.02    0.38    2.01    
20610.00    0.40    0.02    0.38    2.01    
20620.00    0.40    0.02    0.38    2.01    
20630.00    0.00    0.02    -0.02   2.00    
20640.00    0.00    0.02    -0.02   2.00    
20650.00    0.40    0.02    0.38    2.01    
20660.00    0.40    0.02    0.38    2.01    
20670.00    0.40    0.02    0.38    2.01    
20680.00    0.40    0.02    0.38    2.01    
20690.00    0.00    0.02    -0.02   2.00    
20700.00    0.00    0.02    -0.02   2.00    
20710.00    0.40    0.02    0.38    2.01    
20720.00    0.00    0.02    -0.02   2.00    
20730.00    0.00    0.02    -0.02   2.00    
20740.00    0.00    0.02    -0.02   2.00    
20750.00    0.00    0.02    -0.02   2.00    
20760.00    0.00    0.02    -0.02   2.00    
20770.00    0.00    0.02    -0.02   2.00    
20780.00    0.00    0.02    -0.02   2.00    
20790.00    0.00    0.01    -0.01   2.00    
20800.00    0.00    0.01    -0.01   2.00    
20810.00    0.00    0.01    -0.01   2.00    
20820.00    0.00    0.01    -0.01   2.00    
20830.00    0.00    0.01    -0.01   2.00    
20840.00    0.00    0.01    -0.01   2.00    
20850.00    0.00    0.01    -0.01   2.00    
20860.00    0.00    0.01    -0.01   2.00    
20870.00    0.00    0.01    -0.01   2.00    
20880.00    0.00    0.01    -0.01   2.00    
20890.00    0.00    0.01    -0.01   2.00    
20900.00    0.00    0.01    -0.01   2.00    
20910.00    0.00    0.01    -0.01   2.00    
20920.00    0.00    0.01    -0.01   2.00    
20930.00    0.00    0.01    -0.01   2.00    
20940.00    0.00    0.01    -0.01   2.00    
20950.00    0.00    0.01    -0.01   2.00    
20960.00    0.00    0.01    -0.01   2.00    
20970.00    0.00    0.01    -0.01   2.00    
20980.00    0.00    0.01    -0.01   2.00    
20990.00    0.00    0.01    -0.01   2.00    
21000.00    0.00    0.01    -0.01   2.00    
21010.00    0.00    0.01    -0.01   2.00    
21020.00    0.00    0.01    -0.01   2.00    
21030.00    0.00    0.01    -0.01   2.00    
21040.00    0.00    0.01    -0.01   2.00    
21050.00    0.00    0.01    -0.01   2.00    
21060.00    0.00    0.01    -0.01   2.00    
21070.00    0.00    0.01    -0.01   2.00    
21080.00    0.00    0.01    -0.01   2.00    
21090.00    0.00    0.01    -0.01   2.00    
21100.00    0.00    0.01    -0.01   2.00    
21110.00    0.00    0.01    -0.01   2.00    
21120.00    0.00    0.01    -0.01   2.00    
21130.00    0.00    0.01    -0.01   2.00    
21140.00    0.00    0.01    -0.01   2.00    
21150.00    0.00    0.01    -0.01   2.00    
21160.00    0.00    0.01    -0.01   2.00    
21170.00    0.00    0.01    -0.01   2.00    
21180.00    0.00    0.01    -0.01   2.00    
21190.00    0.00    0.01    -0.01   2.00    
21200.00    0.00    0.01    -0.01   2.00    
21210.00    0.00    0.01    -0.01   2.00    
21220.00    0.00    0.00    -0.00   2.00    
21230.00    0.00    0.00    -0.00   2.00    
21240.00    0.00    0.00    -0.00   2.00    
21250.00    0.00    0.00    -0.00   2.00    
21260.00    0.00    0.00    -0.00   2.00    
21270.00    0.00    0.00    -0.00   2.00    
21280.00    0.00    0.00    -0.00   2.00    
21290.00    0.00    0.00    -0.00   2.00    
21300.00    0.00    0.00    -0.00   2.00    
21310.00    0.00    0.00    -0.00   2.00    
21320.00    0.00    0.00    -0.00   2.00    
21330.00    0.00    0.00    -0.00   2.00    
21340.00    0.00    0.00    -0.00   2.00    
21350.00    0.00    0.00    -0.00   2.00    
21360.00    0.00    0.00    -0.00   2.00    
21370.00    0.00    0.00    -0.00   2.00    
21380.00    0.00    0.00    -0.00   2.00    
21390.00    0.00    0.00    -0.00   2.00    
21400.00    0.00    0.00    -0.00   2.00    
21410.00    0.00    0.00    -0.00   2.00    
21420.00    0.00    0.00    -0.00   2.00    
21430.00    0.00    0.00    -0.00   2.00    
21440.00    0.00    0.00    -0.00   2.00    
21450.00    0.00    0.00    -0.00   2.00    
21460.00    0.00    0.00    -0.00   2.00    
21470.00    0.00    0.00    -0.00   2.00    
21480.00    0.00    0.00    -0.00   2.00    
21490.00    0.00    0.00    -0.00   2.00    
21500.00    0.00    0.00    -0.00   2.00    
21510.00    0.00    0.00    -0.00   2.00    
21520.00    0.00    0.00    -0.00   2.00    
21530.00    0.00    0.00    -0.00   2.00    
21540.00    0.00    0.00    -0.00   2.00    
21550.00    0.00    0.00    -0.00   2.00    
21560.00    0.00    0.00    -0.00   2.00    
21570.00    0.00    0.00    -0.00   2.00    
21580.00    0.00    0.00    -0.00   2.00    
21590.00    0.00    0.00    -0.00   2.00    
21600.00    0.00    0.00    -0.00   2.00    
21610.00    0.00    0.00    -0.00   2.00    
21620.00    0.00    0.00    -0.00   2.00    
21630.00    0.00    0.00    -0.00   2.00    
21640.00    0.00    0.00    -0.00   2.00    
21650.00    0.00    0.00    -0.00   2.00    
21660.00    0.00    0.00    -0.00   2.00    
21670.00    0.00    0.00    -0.00   2.00    
21680.00    0.00    0.00    -0.00   2.00    
21690.00    0.00    0.00    -0.00   2.00    
21700.00    0.00    0.00    -0.00   2.00    
21710.00    0.00    0.00    -0.00   2.00    
21720.00    0.00    0.00    -0.00   2.00    
21730.00    0.00    0.00    -0.00   2.00    
21740.00    0.00    0.00    -0.00   2.00    
21750.00    0.00    0.00    -0.00   2.00    
21760.00    0.00    0.00    -0.00   2.00    
21770.00    0.00    0.00    -0.00   2.00    
21780.00    0.00    0.00    -0.00   2.00    
21790.00    0.00    0.00    -0.00   2.00    
21800.00    0.00    0.00    -0.00   2.00    
21810.00    0.00    0.00    -0.00   2.00    
21820.00    0.00    0.00    -0.00   2.00    
21830.00    0.00    0.00    -0.00   2.00    
21840.00    0.00    0.00    -0.00   2.00    
21850.00    0.00    0.00    -0.00   2.00    
21860.00    0.00    0.00    -0.00   2.00    
21870.00    0.00    0.00    -0.00   2.00    
21880.00    0.00    0.00    -0.00   2.00    
21890.00    0.00    0.00    -0.00   2.00    
21900.00    0.00    0.00    -0.00   2.00    
21910.00    0.00    0.00    -0.00   2.00    
21920.00    0.00    0.00    -0.00   2.00    
21930.00    0.00    0.00    -0.00   2.00    
21940.00    0.00    0.00    -0.00   2.00    
21950.00    0.00    0.00    -0.00   2.00    
21960.00    0.00    0.00    -0.00   2.00    
21970.00    0.00    0.00    -0.00   2.00    
21980.00    0.00    0.00    -0.00   2.00    
21990.00    0.00    0.00    -0.00   2.00    
22000.00    0.00    0.00    -0.00   2.00    
22010.00    0.00    0.00    -0.00   2.00    
22020.00    0.00    0.00    -0.00   2.00    
22030.00    0.00    0.00    -0.00   2.00    
22040.00    0.00    0.00    -0.00   2.00    
22050.00    0.00    0.00    -0.00   2.00    
22060.00    0.00    0.00    -0.00   2.00    
22070.00    0.00    0.00    -0.00   2.00    
22080.00    0.00    0.00    -0.00   2.00    
22090.00    0.00    0.00    -0.00   2.00    
22100.00    0.00    0.00    -0.00   2.00    
22110.00    0.00    0.00    -0.00   2.00    
22120.00    0.00    0.00    -0.00   2.00    
22130.00    0.00    0.00    -0.00   2.00    
22140.00    0.00    0.00    -0.00   2.00    
22150.00    0.00    0.00    -0.00   2.00    
22160.00    0.00    0.00    -0.00   2.00    
22170.00    0.00    0.00    -0.00   2.00    
22180.00    0.00    0.00    -0.00   2.00    
22190.00    0.00    0.00    -0.00   2.00    
22200.00    0.00    0.00    -0.00   2.00    
22210.00    0.00    0.00    -0.00   2.00    
22220.00    0.00    0.00    -0.00   2.00    
22230.00    0.00    0.00    -0.00   2.00    
22240.00    0.00    0.00    -0.00   2.00    
22250.00    0.00    0.00    -0.00   2.00    
22260.00    0.00    0.00    -0.00   2.00    
22270.00    0.00    0.00    -0.00   2.00    
22280.00    0.00    0.01    -0.01   2.00    
22290.00    0.00    0.01    -0.01   2.00    
22300.00    0.00    0.01    -0.01   2.00    
22310.00    0.00    0.01    -0.01   2.00    
22320.00    0.00    0.01    -0.01   2.00    
22330.00    0.00    0.01    -0.01   2.00    
22340.00    0.00    0.01    -0.01   2.00    
22350.00    0.00    0.01    -0.01   2.00    
22360.00    0.00    0.01    -0.01   2.00    
22370.00    0.00    0.01    -0.01   2.00    
22380.00    0.00    0.01    -0.01   2.00    
22390.00    0.00    0.01    -0.01   2.00    
22400.00    0.00    0.01    -0.01   2.00    
22410.00    0.00    0.01    -0.01   2.00    
22420.00    0.00    0.01    -0.01   2.00    
22430.00    0.00    0.01    -0.01   2.00    
22440.00    0.00    0.01    -0.01   2.00    
22450.00    0.00    0.01    -0.01   2.00    
22460.00    0.00    0.01    -0.01   2.00    
22470.00    0.00    0.01    -0.01   2.00    
22480.00    0.00    0.01    -0.01   2.00    
22490.00    0.00    0.01    -0.01   2.00    
22500.00    0.00    0.01    -0.01   2.00    
22510.00    0.00    0.01    -0.01   2.00    
22520.00    0.00    0.01    -0.01   2.00    
22530.00    0.00    0.01    -0.01   2.00    

Somma residui = 2421.06
